Player Full Name,Birth Date,Year Start,Year End,Position,Height (ft 1/2),Height (inches 2/2),Height (in cm),Wingspan (in cm),Standing Reach (in cm),Hand Length (in inches),Hand Width (in inches),Weight (in lb),Body Fat (%),College
Jim Paxson,12/19/32,1980,1990,G-F,6,6,198.1,,,,,200,,University of Dayton
Jim Petersen,2/22/62,1985,1992,F-C,6,10,208.3,,,,,235,,University of Minnesota
Jim Pollard,7/9/22,1949,1955,F-C,6,4,193.0,,,,,185,,Stanford University
Jim Price,11/27/49,1973,1979,G,6,3,190.5,,,,,195,,University of Louisville
Jim Ray,1/12/34,1957,1960,G,6,1,185.4,,,,,180,,University of Toledo
Jim Reid,8/3/45,1968,1968,F,6,6,198.1,,,,,210,,Winston-Salem State University
Jim Riffey,12/14/23,1951,1951,F,6,4,193.0,,,,,200,,Tulane University
Jim Rowinski,1/4/61,1989,1990,F-C,6,8,203.2,,,,,250,,Purdue University
Jim Seminoff,9/1/22,1947,1950,G-F,6,2,188.0,,,,,190,,University of Southern California
Jim Slaughter,5/13/28,1952,1952,C,6,11,210.8,,,,,210,,University of South Carolina
Jim Smith,4/12/58,1982,1983,F,6,9,205.7,,,,,225,,Ohio State University
Jim Spanarkel,6/28/57,1980,1984,G-F,6,5,195.6,,,,,190,,Duke University
Jim Springer,6/17/26,1949,1949,C,6,9,205.7,,,,,235,,
Jim Spruill,2/26/23,1949,1949,G,6,2,188.0,,,,,225,,Rice University
Jim Thomas,10/19/60,1984,1991,G,6,3,190.5,,,,,190,,Indiana University
Jim Tucker,12/11/32,1955,1957,F,6,7,200.7,,,,,185,,Duquesne University
Jim Walsh,8/29/30,1958,1958,F,6,4,193.0,,,,,195,,Stanford University
Jim Ware,5/2/44,1967,1969,F,6,7,200.7,,,,,210,,Oklahoma City University
Jim Washington,7/1/43,1966,1976,F-C,6,6,198.1,,,,,210,,Villanova University
Jim Wilson,12/31/99,1971,1971,G,5,10,177.8,,,,,175,,Cheyney University of Pennsylvania
Jim Zoet,12/20/53,1983,1983,C,7,1,215.9,,,,,240,,Kent State University
Jimmer Fredette,2/25/89,2012,2016,G,6,2,188.0,,,,,195,,Brigham Young University
Jimmie Baker,12/25/53,1976,1976,F,6,9,205.7,,,,,220,,University of Hawaii
Jimmy Butler,9/14/89,2012,2018,F-G,6,8,203.2,201.9,257.8,9,9,236,5.4%,Marquette University
Jimmy Carruth,11/4/69,1997,1997,C-F,6,10,208.3,,,,,265,,Virginia Polytechnic Institute and State University
Jimmy Collins,11/24/46,1971,1972,G,6,2,188.0,,,,,175,,New Mexico State University
Jimmy Conner,3/20/53,1976,1976,G,6,4,193.0,,,,,190,,University of Kentucky
Jimmy Darden,6/19/22,1950,1950,G,6,1,185.4,,,,,170,,University of Denver
Jimmy Darrow,9/25/37,1962,1962,G,5,10,177.8,,,,,170,,Bowling Green State University
Jimmy Dawson,4/18/45,1968,1968,G,6,0,182.9,,,,,175,,University of Illinois at Urbana-Champaign
Jimmy Foster,12/16/51,1975,1976,G,6,1,185.4,,,,,175,,University of Connecticut
Jimmy Jones,1/1/45,1968,1977,G,6,4,193.0,,,,,188,,Grambling State University
Jimmy King,8/9/73,1996,1997,G,6,5,195.6,,,,,210,,University of Michigan
Jimmy O'Brien,4/9/50,1972,1975,G,6,1,185.4,,,,,170,,Boston College
Jimmy Oliver,7/12/69,1992,1999,G-F,6,5,195.6,,,,,205,,Purdue University
Jimmy Rayl,6/21/41,1968,1969,G,6,2,188.0,,,,,175,,Indiana University
Jimmy Walker,4/8/44,1968,1976,G,6,3,190.5,,,,,195,,Providence College
Jiri Welsch,1/27/80,2003,2006,G,6,7,200.7,,,,,208,,
Jo Jo English,2/4/70,1993,1995,G,6,4,193.0,,,,,195,,University of South Carolina
Jo Jo White,11/16/46,1970,1981,G,6,3,190.5,,,,,190,,University of Kansas
Joakim Noah,2/25/85,2008,2018,C,6,11,210.8,216.5,270.5,,,230,4.8%,University of Florida
Joao Vianna,11/15/66,1992,1992,F,6,9,205.7,,,,,215,,
Joby Wright,9/5/50,1973,1976,F-C,6,8,203.2,,,,,220,,Indiana University
Jodie Meeks,8/21/87,2010,2018,G,6,4,193.0,194.3,248.9,,,210,8.0%,University of Kentucky
Joe Alexander,12/26/86,2009,2010,F,6,8,203.2,212.1,269.2,,,230,5.8%,West Virginia University
Joe Arlauckas,7/20/65,1988,1988,F,6,9,205.7,,,,,230,,Niagara University
Joe Barry Carroll,7/24/58,1981,1991,C-F,7,0,213.4,,,,,225,,Purdue University
Joe Binion,3/26/61,1987,1987,F,6,8,203.2,,,,,235,,North Carolina Agricultural and Technical State University
Joe Bradley,9/24/28,1950,1950,G,6,3,190.5,,,,,175,,Oklahoma State University
Joe Bryant,10/19/54,1976,1983,F-C,6,9,205.7,,,,,185,,La Salle University
Joe Buckhalter,8/1/37,1962,1963,F,6,7,200.7,,,,,210,,Tennessee State University
Joe Caldwell,11/1/41,1965,1975,F-G,6,5,195.6,,,,,195,,Arizona State University
Joe Colone,1/23/24,1949,1949,F,6,5,195.6,,,,,210,,Bloomsburg University of Pennsylvania
Joe Cooke,8/14/48,1971,1971,G,6,3,190.5,,,,,175,,Indiana University
Joe Cooper,9/1/57,1982,1985,C-F,6,10,208.3,,,,,230,,University of Colorado
Joe Courtney,10/17/69,1993,1997,F,6,8,203.2,,,,,235,,University of Southern Mississippi
Joe Crawford,6/17/86,2009,2009,F,6,5,195.6,197.5,252.7,,,210,7.6%,University of Kentucky
Joe Crispin,7/18/79,2002,2002,G,6,0,182.9,,,,,185,,Pennsylvania State University
Joe DePre,12/19/47,1971,1973,G,6,3,190.5,,,,,185,,St. John's University
Joe Dolhon,7/9/27,1950,1951,G,6,0,182.9,,,,,175,,New York University
Joe Dumars,5/24/63,1986,1999,G,6,3,190.5,,,,,190,,McNeese State University
Joe Ellis,5/3/44,1967,1974,F-G,6,6,198.1,,,,,175,,University of San Francisco
Joe Fabel,9/4/13,1947,1947,F-G,6,1,185.4,,,,,190,,University of Pittsburgh
Joe Fulks,10/26/21,1947,1954,F-C,6,5,195.6,,,,,190,,Murray State University
Joe Graboski,1/15/30,1949,1962,F-C,6,7,200.7,,,,,195,,
Joe Hamilton,7/5/48,1971,1976,G,5,10,177.8,,,,,160,,University of North Texas
Joe Hamood,9/7/43,1968,1968,G,6,0,182.9,,,,,180,,University of Houston
Joe Harris,9/6/91,2015,2018,G,6,6,198.1,198.1,254.0,8.5,9.75,219,6.2%,University of Virginia
Joe Hassett,9/11/55,1978,1983,G,6,5,195.6,,,,,180,,Providence College
Joe Holland,9/26/25,1950,1952,F,6,4,193.0,,,,,185,,University of Kentucky
Joe Holup,2/26/34,1957,1959,F,6,6,198.1,,,,,215,,George Washington University
Joe Hutton,10/6/28,1951,1952,G,6,1,185.4,,,,,170,,Hamline University
Joe Ingles,10/2/87,2015,2018,F-G,6,8,203.2,208.9,266.7,,,226,10.1%,
Joe Johnson,6/29/81,2002,2018,G-F,6,7,200.7,205.7,266.7,,,240,6.7%,University of Arkansas
Joe Kennedy,1/12/47,1969,1971,F,6,6,198.1,,,,,210,,Duke University
Joe Kleine,1/4/62,1986,2000,C,6,11,210.8,,,,,255,,University of Arkansas
Joe Kopicki,6/12/60,1983,1985,F,6,9,205.7,,,,,240,,University of Detroit Mercy
Joe McNamee,9/24/26,1951,1952,F-C,6,6,198.1,,,,,210,,University of San Francisco
Joe Meriweather,10/26/53,1976,1985,C-F,6,10,208.3,,,,,215,,Southern Illinois University
Joe Mullaney,11/17/24,1950,1950,G,6,0,182.9,,,,,165,,College of the Holy Cross
Joe Pace,12/18/53,1977,1978,C,6,10,208.3,,,,,220,,Coppin State University
Joe Reaves,5/27/50,1974,1974,F,6,5,195.6,,,,,210,,Bethel College
Joe Roberts,5/18/36,1961,1968,F,6,6,198.1,,,,,214,,Ohio State University
Joe Ruklick,8/3/38,1960,1962,F-C,6,9,205.7,,,,,220,,Northwestern University
Joe Smith,7/26/75,1996,2011,F,6,10,208.3,,,,,225,,University of Maryland
Joe Smyth,5/22/29,1954,1954,F,6,3,190.5,,,,,215,,Niagara University
Joe Stephens,1/28/73,1997,2000,F,6,7,200.7,,,,,210,,University of Arkansas at Little Rock
Joe Strawder,9/21/40,1966,1968,C,6,10,208.3,,,,,235,,Bradley University
Joe Thomas,3/9/48,1971,1971,F,6,6,198.1,,,,,205,,Marquette University
Joe Wolf,12/17/64,1988,1999,F-C,6,11,210.8,,,,,230,,University of North Carolina
Joe Young,6/27/92,2016,2018,G,6,2,188.0,,,,,180,,University of Oregon
Joel Anthony,8/9/82,2008,2017,C,6,9,205.7,,,,,245,,"University of Nevada, Las Vegas"
Joel Bolomboy,1/28/94,2017,2018,F,6,9,205.7,217.8,262.9,9,10.25,235,5.2%,Weber State University
Joel Embiid,3/16/94,2017,2018,C-F,7,0,213.4,,,,,250,,University of Kansas
Joel Freeland,2/7/87,2013,2015,F-C,6,10,208.3,,,,,250,,
Joel Kramer,11/30/55,1979,1983,F-C,6,7,200.7,,,,,203,,San Diego State University
Joel Przybilla,10/10/79,2001,2013,C,7,1,215.9,,,,,255,,University of Minnesota
Joey Dorsey,12/16/83,2009,2015,F,6,8,203.2,217.8,271.8,,,268,9.0%,University of Memphis
Joey Graham,6/11/82,2006,2011,F,6,7,200.7,203.2,264.2,,,225,,Oklahoma State University
Joffrey Lauvergne,9/30/91,2015,2018,C-F,6,11,210.8,,,,,220,,
Johan Petro,1/27/86,2006,2013,C,7,0,213.4,,,,,247,,
John Abramovic,2/9/19,1947,1948,F,6,3,190.5,,,,,195,,Salem International University
John Amaechi,11/26/70,1996,2003,C-F,6,10,208.3,,,,,270,,Pennsylvania State University
John Arthurs,8/15/47,1970,1970,G,6,4,193.0,,,,,185,,Tulane University
John Bagley,4/23/60,1983,1994,G,6,0,182.9,,,,,185,,Boston College
John Barber,6/27/27,1957,1957,F,6,6,198.1,,,,,210,,"California State University, Los Angeles"
John Barnhill,3/20/38,1963,1972,G,6,1,185.4,,,,,180,,Tennessee State University
John Barr,8/8/18,1947,1947,F,6,3,190.5,,,,,205,,Pennsylvania State University
John Battle,11/9/62,1986,1995,G,6,2,188.0,,,,,175,,Rutgers University
John Beasley,2/5/44,1968,1974,F-C,6,9,205.7,,,,,225,,Texas A&M University
John Block,4/16/44,1967,1976,F-C,6,9,205.7,,,,,207,,University of Southern California
John Brisker,6/15/47,1970,1975,F-G,6,5,195.6,,,,,210,,University of Toledo
John Brown,12/14/51,1974,1980,F,6,7,200.7,,,,,220,,University of Missouri
John Celestand,3/6/77,2000,2000,G,6,4,193.0,,,,,178,,Villanova University
John Chaney,2/29/20,1950,1950,F-C,6,3,190.5,,,,,185,,Louisiana State University
John Clawson,5/15/44,1969,1969,F,6,4,193.0,,,,,200,,University of Michigan
John Coker,10/28/71,1996,2001,C,7,0,213.4,,,,,253,,Boise State University
John Collins,9/23/97,2018,2018,F,6,10,208.3,211.5,270.5,9,10,235,5.4%,Wake Forest University
John Comeaux,9/15/43,1968,1968,F,6,5,195.6,,,,,193,,Grambling State University
John Coughran,9/12/51,1980,1980,F,6,7,200.7,,,,,225,,University of California
John Crotty,7/15/69,1993,2003,G,6,1,185.4,,,,,185,,University of Virginia
John Dickson,11/18/45,1968,1968,C,6,10,208.3,,,,,240,,Arkansas State University
John Douglas,6/12/56,1982,1983,G,6,2,188.0,,,,,170,,University of Kansas
John Drew,9/30/54,1975,1985,F-G,6,6,198.1,,,,,205,,Gardner-Webb University
John Duren,10/30/58,1981,1983,G,6,3,190.5,,,,,195,,Georgetown University
John Edwards,7/31/81,2005,2006,C,7,0,213.4,224.8,287.0,,,275,14.1%,Kent State University
John Fairchild,4/28/43,1966,1970,F,6,8,203.2,,,,,205,,Brigham Young University
John Garris,6/6/59,1984,1984,F,6,8,203.2,,,,,205,,Boston College
John Gianelli,6/10/50,1973,1980,C-F,6,10,208.3,,,,,220,,University of the Pacific
John Greig,4/28/61,1983,1983,F,6,7,200.7,,,,,215,,University of Oregon
John Hargis,8/20/20,1950,1951,G-F,6,2,188.0,,,,,180,,University of Texas at Austin
John Havlicek,4/8/40,1963,1978,F-G,6,5,195.6,,,,,203,,Ohio State University
John Hazen,3/2/27,1949,1949,G,6,2,188.0,,,,,172,,Indiana State University
John Henson,12/28/90,2013,2018,C-F,6,11,210.8,226.1,284.5,9.25,10,229,8.6%,University of North Carolina
John Holland,11/6/88,2018,2018,G-F,6,5,195.6,,,,,205,,Boston University
John Hummer,5/4/48,1971,1976,F-C,6,9,205.7,,,,,230,,Princeton University
John Janisch,3/15/20,1947,1948,F-G,6,3,190.5,,,,,200,,Valparaiso University
John Jenkins,3/6/91,2013,2017,G,6,4,193.0,204.5,248.9,9,9,215,7.1%,Vanderbilt University
John Johnson,10/18/47,1971,1982,F,6,7,200.7,,,,,200,,University of Iowa
John Kuester,2/6/55,1978,1980,G,6,2,188.0,,,,,180,,University of North Carolina
John Lambert,1/14/53,1976,1982,C-F,6,10,208.3,,,,,225,,University of Southern California
John Laskowski,6/7/53,1976,1977,G,6,6,198.1,,,,,185,,Indiana University
John Logan,1/1/21,1947,1951,G,6,2,188.0,,,,,175,,Indiana University
John Long,8/28/56,1979,1997,G-F,6,5,195.6,,,,,195,,University of Detroit Mercy
John Lucas,10/31/53,1977,1990,G,6,3,190.5,,,,,175,,University of Maryland
John Lucas III,11/21/82,2006,2017,G,5,11,180.3,182.9,233.7,,,166,,Oklahoma State University
John Mahnken,6/16/22,1947,1953,C,6,8,203.2,,,,,220,,Georgetown University
John Mandic,10/3/19,1949,1950,F-C,6,4,193.0,,,,,205,,Oregon State University
John McConathy,4/9/30,1952,1952,F,6,5,195.6,,,,,195,,Northwestern State University
John McCullough,10/5/56,1982,1982,G,6,4,193.0,,,,,190,,University of Oklahoma
John Mengelt,10/16/49,1972,1981,G,6,2,188.0,,,,,195,,Auburn University
John Mills,9/7/19,1947,1947,C-F,6,8,203.2,,,,,203,,Western Kentucky University
John Morrison,5/2/45,1968,1968,G,6,2,188.0,,,,,190,,Canisius College
John Morton,5/18/67,1990,1992,G,6,3,190.5,,,,,180,,Seton Hall University
John Murphy,9/13/24,1947,1947,F,6,2,188.0,,,,,175,,
John O'Boyle,3/7/28,1953,1953,G,6,2,188.0,,,,,185,,Colorado State University
John Oldham,6/22/23,1950,1951,G,6,3,190.5,,,,,175,,Western Kentucky University
John Olive,3/1/55,1979,1980,F,6,7,200.7,,,,,210,,Villanova University
John Paxson,9/29/60,1984,1994,G,6,2,188.0,,,,,185,,University of Notre Dame
John Pilch,7/11/25,1952,1952,F,6,3,190.5,,,,,185,,University of Wyoming
John Pinone,2/19/61,1984,1984,F,6,8,203.2,,,,,230,,Villanova University
John Postley,5/30/40,1968,1968,F,6,5,195.6,,,,,220,,Bethune-Cookman College
John Pritchard,1/23/27,1950,1950,C,6,9,205.7,,,,,220,,Drake University
John Rennicke,8/11/29,1952,1952,G,6,2,188.0,,,,,185,,Drake University
John Richter,3/12/37,1960,1960,F,6,9,205.7,,,,,225,,North Carolina State University
John Roche,9/26/49,1972,1982,G,6,3,190.5,,,,,170,,University of South Carolina
John Rudd,8/7/55,1979,1979,F,6,7,200.7,,,,,230,,McNeese State University
John Rudometkin,6/6/40,1963,1965,F,6,6,198.1,,,,,205,,University of Southern California
John Salley,5/16/64,1987,2000,F-C,6,11,210.8,,,,,230,,Georgia Institute of Technology
John Salmons,12/12/79,2003,2015,G,6,7,200.7,208.9,264.2,,,210,,University of Miami
John Schweitz,4/19/60,1985,1987,G,6,6,198.1,,,,,210,,University of Richmond
John Shasky,7/31/64,1989,1991,C,6,11,210.8,,,,,235,,University of Minnesota
John Shumate,4/6/52,1976,1981,F-C,6,9,205.7,,,,,235,,University of Notre Dame
John Smith,5/24/44,1969,1970,C,7,0,213.4,,,,,235,,University of Southern Colorado
John Starks,8/10/65,1989,2002,G,6,3,190.5,,,,,180,,Oklahoma State University
John Stockton,3/26/62,1985,2003,G,6,1,185.4,,,,,170,,Gonzaga University
John Stroeder,7/24/58,1988,1989,F,6,10,208.3,,,,,260,,University of Montana
John Stroud,10/29/57,1981,1981,F,6,7,200.7,,,,,215,,University of Mississippi
John Thomas,9/8/75,1998,2006,F,6,9,205.7,,,,,265,,University of Minnesota
John Thompson,9/2/41,1965,1966,F,6,10,208.3,,,,,225,,Providence College
John Trapp,10/2/45,1969,1973,F,6,7,200.7,,,,,210,,"University of Nevada, Las Vegas"
John Tresvant,11/6/39,1965,1973,F-C,6,7,200.7,,,,,215,,Seattle University
John Tschogl,4/25/50,1973,1975,F,6,6,198.1,,,,,206,,"University of California, Santa Barbara"
John Turner,11/30/67,1992,1992,F,6,8,203.2,,,,,245,,Phillips University
John Vallely,10/3/48,1971,1972,G,6,3,190.5,,,,,185,,"University of California, Los Angeles"
John Wall,9/6/90,2011,2018,G,6,4,193.0,206.4,257.8,8.25,9.5,195,5.6%,University of Kentucky
John Wallace,2/9/74,1997,2004,F,6,8,203.2,,,,,225,,Syracuse University
John Warren,7/7/47,1970,1974,G-F,6,3,190.5,,,,,180,,St. John's University
John Wetzel,10/22/44,1968,1976,G-F,6,5,195.6,,,,,190,,Virginia Polytechnic Institute and State University
John Williams,10/26/66,1987,1995,F-C,6,8,203.2,,,,,235,,Louisiana State University
John Williamson,11/10/51,1974,1981,G,6,2,188.0,,,,,185,,New Mexico State University
John Windsor,4/3/40,1964,1964,F,6,8,203.2,,,,,215,,Stanford University
Johnathan Motley,5/4/95,2018,2018,F,6,9,205.7,223.5,274.3,9,9.5,238,,Baylor University
Johnny Austin,8/31/44,1967,1968,G,6,0,182.9,,,,,170,,Boston College
Johnny Bach,7/10/24,1949,1949,F-G,6,2,188.0,,,,,180,,Fordham University
Johnny Baum,6/17/46,1970,1974,F,6,5,195.6,,,,,200,,Temple University
Johnny Cox,11/1/36,1963,1963,G,6,4,193.0,,,,,180,,University of Kentucky
Johnny Davis,10/21/55,1977,1986,G,6,2,188.0,,,,,170,,University of Dayton
Johnny Dawkins,9/28/63,1987,1995,G,6,2,188.0,,,,,165,,Duke University
Johnny Egan,1/31/39,1962,1972,G,5,11,180.3,,,,,180,,Providence College
Johnny Ezersky,3/21/22,1948,1950,F-G,6,3,190.5,,,,,175,,University of Rhode Island
Johnny Green,12/8/33,1960,1973,F-C,6,5,195.6,,,,,200,,Michigan State University
Johnny High,4/25/57,1980,1984,G,6,3,190.5,,,,,185,,"University of Nevada, Reno"
Johnny Horan,11/24/32,1956,1956,F,6,8,203.2,,,,,190,,University of Dayton
Johnny Jones,3/12/43,1968,1969,F,6,7,200.7,,,,,205,,"California State University, Los Angeles"
Johnny Jorgensen,12/28/21,1948,1949,G-F,6,2,188.0,,,,,185,,DePaul University
Johnny Macknowsky,1/7/23,1950,1951,G-F,6,0,182.9,,,,,180,,Seton Hall University
Johnny Mathis,7/14/43,1968,1968,F,6,6,198.1,,,,,220,,Savannah State University
Johnny McCarthy,4/25/34,1957,1964,G,6,1,185.4,,,,,185,,Canisius College
Johnny Moore,3/3/58,1981,1990,G,6,1,185.4,,,,,175,,University of Texas at Austin
Johnny Neumann,9/11/51,1972,1978,G-F,6,6,198.1,,,,,200,,University of Mississippi
Johnny Newman,11/28/63,1987,2002,F-G,6,7,200.7,,,,,190,,University of Richmond
Johnny Norlander,3/5/21,1947,1951,F,6,3,190.5,,,,,180,,Hamline University
Johnny O'Bryant,6/1/93,2015,2018,F-C,6,9,205.7,,,,,257,,Louisiana State University
Johnny Orr,6/10/27,1950,1950,F,6,3,190.5,,,,,195,,Beloit College
Johnny Payak,11/20/26,1950,1953,G-F,6,4,193.0,,,,,174,,Bowling Green State University
Johnny Rogers,12/30/63,1987,1988,F-C,6,10,208.3,,,,,225,,"University of California, Irvine"
Johnny Simmons,7/7/24,1947,1947,G,6,1,185.4,,,,,184,,New York University
Johnny Taylor,6/4/74,1998,2000,F,6,9,205.7,,,,,220,,University of Tennessee at Chattanooga
Jon Barry,7/25/69,1993,2006,G,6,4,193.0,,,,,195,,Georgia Institute of Technology
Jon Brockman,3/20/87,2010,2012,F,6,7,200.7,,,,,255,,University of Washington
Jon Koncak,5/17/63,1986,1996,C-F,7,0,213.4,,,,,250,,Southern Methodist University
Jon Leuer,5/14/89,2012,2018,F,6,10,208.3,213.4,268.0,8.75,9.75,228,5.4%,University of Wisconsin
Jon McGlocklin,6/10/43,1966,1976,G-F,6,5,195.6,,,,,205,,Indiana University
Jon Sundvold,7/2/61,1984,1992,G,6,2,188.0,,,,,170,,University of Missouri
Jonas Jerebko,3/2/87,2010,2018,F,6,10,208.3,,,,,231,,
Jonas Valanciunas,5/6/92,2013,2018,C,7,0,213.4,,,,,265,,
Jonathan Bender,1/30/81,2000,2010,F,6,11,210.8,,,,,202,,
Jonathan Gibson,11/8/87,2017,2017,G,6,2,188.0,,,,,185,,New Mexico State University
Jonathan Isaac,10/3/97,2018,2018,F,6,10,208.3,,,,,210,,Florida State University
Jonathan Kerner,6/6/74,1999,1999,C,6,11,210.8,,,,,245,,East Carolina University
Jonathon Simmons,9/14/89,2016,2018,G-F,6,6,198.1,,,,,195,,University of Houston
Jonny Flynn,2/6/89,2010,2012,G,6,0,182.9,193.0,242.6,,,185,6.3%,Syracuse University
Jordan Adams,7/8/94,2015,2016,G,6,5,195.6,208.3,259.1,8.5,7.5,209,10.8%,"University of California, Los Angeles"
Jordan Bell,1/7/95,2018,2018,F,6,9,205.7,212.7,265.4,9.25,9.5,224,5.4%,University of Oregon
Jordan Clarkson,6/7/92,2015,2018,G,6,5,195.6,203.2,248.9,8.25,9,194,4.3%,University of Missouri
Jordan Crawford,10/23/88,2011,2018,G,6,4,193.0,200.7,256.5,8,9,195,4.9%,Xavier University
Jordan Farmar,11/30/86,2007,2017,G,6,2,188.0,190.5,240.0,,,180,4.4%,"University of California, Los Angeles"
Jordan Hamilton,10/6/90,2012,2016,G-F,6,7,200.7,207.0,264.2,9,9.25,220,9.8%,University of Texas at Austin
Jordan Hill,7/27/87,2010,2017,C-F,6,10,208.3,217.2,274.3,,,235,6.0%,University of Arizona
Jordan McRae,3/28/91,2016,2017,G,6,6,198.1,214.6,264.2,8.75,8.5,185,5.2%,University of Tennessee
Jordan Mickey,7/9/94,2016,2018,F,6,8,203.2,221.6,269.2,8.75,9.5,235,7.2%,Louisiana State University
Jordan Williams,10/11/90,2012,2012,F,6,10,208.3,214.0,270.5,9.25,10,260,12.1%,University of Maryland
Jorge Garbajosa,12/19/77,2007,2008,F,6,9,205.7,,,,,245,,
Jorge Gutierrez,12/27/88,2014,2016,G,6,3,190.5,,,,,191,,University of California
Jose Calderon,9/28/81,2006,2018,G,6,3,190.5,,,,,200,,
Jose Ortiz,10/25/63,1989,1990,F,6,10,208.3,,,,,225,,Oregon State University
Jose Slaughter,9/9/60,1983,1983,G,6,5,195.6,,,,,205,,University of Portland
Joseph Forte,3/23/81,2002,2003,G,6,4,193.0,199.4,255.3,,,194,,University of North Carolina
Josh Akognon,2/10/86,2013,2013,G,5,11,180.3,,,,,185,,"California State University, Fullerton"
Josh Boone,11/21/84,2007,2010,F-C,6,10,208.3,,,,,237,,University of Connecticut
Josh Childress,6/20/83,2005,2014,G-F,6,8,203.2,210.8,266.7,,,210,9.3%,Stanford University
Josh Davis,8/10/80,2004,2012,F,6,8,203.2,,,,,235,,University of Wyoming
Josh Grant,8/7/67,1994,1994,F,6,9,205.7,,,,,223,,University of Utah
Josh Harrellson,2/12/89,2012,2014,C,6,10,208.3,,,,,275,,University of Kentucky
Josh Hart,3/6/95,2018,2018,G,6,5,195.6,204.5,252.7,8.5,9.25,209,5.8%,Villanova University
Josh Howard,4/28/80,2004,2013,F-G,6,7,200.7,218.4,268.0,,,210,6.0%,Wake Forest University
Josh Huestis,12/19/91,2016,2018,F,6,7,200.7,,,,,230,,Stanford University
Josh Jackson,2/10/97,2018,2018,F-G,6,8,203.2,,,,,207,,University of Kansas
Josh Magette,11/28/89,2018,2018,G,6,1,185.4,,,,,160,,Alabama - Huntsville
Josh McRoberts,2/28/87,2008,2017,F,6,10,208.3,215.9,270.5,,,240,13.7%,Duke University
Josh Powell,1/25/83,2006,2014,F,6,9,205.7,215.9,273.1,,,225,8.0%,North Carolina State University
Josh Richardson,9/15/93,2016,2018,G,6,6,198.1,,,,,200,,University of Tennessee
Josh Selby,3/27/91,2012,2013,G,6,2,188.0,196.2,248.9,8.5,9,183,7.9%,University of Kansas
Josh Smith,12/5/85,2005,2018,F,6,9,205.7,213.4,270.5,,,225,6.7%,
Jrue Holiday,6/12/90,2010,2018,G,6,4,193.0,200.7,255.3,,,205,6.3%,"University of California, Los Angeles"
Juan Carlos Navarro,6/13/80,2008,2008,G,6,3,190.5,,,,,170,,
Juan Dixon,10/9/78,2003,2009,G,6,3,190.5,,,,,164,,University of Maryland
Juan Hernangomez,9/28/95,2017,2018,F,6,9,205.7,,,,,230,,
Juaquin Hawkins,7/2/73,2003,2003,G-F,6,7,200.7,,,,,220,,"California State University, Long Beach"
Jud Buechler,6/19/68,1991,2002,F-G,6,6,198.1,,,,,220,,University of Arizona
Julian Hammond,5/27/43,1968,1972,F,6,5,195.6,,,,,205,,University of Tulsa
Julian Wright,5/20/87,2008,2011,F,6,8,203.2,219.1,274.3,,,225,6.1%,University of Kansas
Julius Erving,2/22/50,1972,1987,F-G,6,7,200.7,,,,,210,,University of Massachusetts Amherst
