Year,Body,Injury,Severity,Position,Height (in cm),Wingspan (in cm),Standing Reach (in cm),Weight (in lb),Body Fat (%),Age,EndSeasonYear,Minutes,USG%,Games_Played,Fouls,Turnovers,Points,FT,3P,Steals,Assists,Offensive_Reb,Defensive_Reb
2012,hip,injury,dnp,F-C,210.8,225.4,279.4,260.0,8.7%,26,2012,39.641975308641975,25.7,81.0,2.716049382716049,1.8888888888888888,21.839506172839503,4.333333333333333,0.04938271604938271,1.0123456790123455,2.098765432098765,3.4320987654320985,5.320987654320987
2012,knee,sore,dnp,C-F,208.3,223.5,280.7,252.0,5.3%,29,2012,31.76388888888889,15.8,72.0,3.1944444444444446,1.6527777777777777,10.347222222222221,2.0138888888888893,0.0,0.5555555555555556,0.5833333333333334,3.1944444444444446,6.3055555555555545
2013,knee,torn,indefinitely,G,190.5,202.6,254.0,200.0,4.8%,24,2013,35.31818181818182,32.7,66.0,2.227272727272727,3.621212121212121,23.60606060606061,5.151515151515151,0.9393939393939394,1.6969696969696968,5.484848484848484,1.4545454545454546,3.1060606060606064
2012,knee,tendinitis,dnp,F,200.7,221.0,269.2,230.0,5.4%,21,2013,23.96875,14.5,64.0,1.375,0.6875,7.921875,1.0625,0.640625,1.328125,1.09375,1.625,3.484375
2017,ankle,sprained,dtd,G-F,200.7,205.7,260.4,221.0,4.9%,27,2017,35.94871794871795,29.8,78.0,2.141025641025641,2.243589743589744,23.461538461538463,7.115384615384616,0.6025641025641025,1.0384615384615383,4.038461538461538,0.8205128205128205,3.6538461538461537
2019,shoulder,injury,indefinitely,G,190.5,193.0,251.5,193.0,10.2%,27,2020,33.04477611940298,29.6,67.0,2.492537313432836,2.567164179104477,23.820895522388053,3.1940298507462686,2.5970149253731343,1.537313432835821,6.925373134328357,1.0597014925373134,3.9402985074626864
2014,groin,strained,dnp,F,203.2,,,225.0,,26,2014,25.09302325581395,22.7,43.0,2.7674418604651163,1.3953488372093024,13.023255813953488,2.046511627906977,1.2093023255813953,1.0465116279069768,1.3488372093023255,1.0465116279069768,4.023255813953488
2013,calf,sore,dnp,F,203.2,,,275.0,,34,2013,28.86666666666667,18.9,60.0,2.933333333333333,1.0833333333333333,10.983333333333333,1.4166666666666667,0.0,0.9666666666666668,1.6166666666666667,2.4166666666666665,4.733333333333333
2012,knee,sore,dnp,C-F,208.3,223.5,280.7,252.0,5.3%,29,2012,31.76388888888889,15.8,72.0,3.1944444444444446,1.6527777777777777,10.347222222222221,2.0138888888888893,0.0,0.5555555555555556,0.5833333333333334,3.1944444444444446,6.3055555555555545
2019,calf,strained,dtd,C,208.3,,,260.0,,32,2020,16.098039215686278,15.2,51.0,2.4509803921568643,0.7843137254901961,5.568627450980392,1.03921568627451,0.4117647058823529,0.2352941176470588,1.1176470588235294,1.7254901960784317,2.980392156862745
2014,knee,strained,dnp,F-C,205.7,214.6,270.5,235.0,6.7%,29,2014,18.323076923076922,16.3,65.0,1.9538461538461536,0.8769230769230769,5.769230769230767,1.4923076923076923,0.0,0.2461538461538461,0.4923076923076923,1.9384615384615385,3.6769230769230767
2013,ankle,sprained,dnp,F,203.2,213.4,268.0,240.0,8.0%,29,2014,37.044776119402975,35.6,67.0,3.0597014925373136,2.611940298507463,28.65671641791045,6.343283582089553,2.343283582089552,0.7761194029850746,2.5522388059701493,2.0,4.865671641791045
2017,wrist,fractured,indefinitely,F-C,208.3,217.2,274.3,245.0,8.8%,23,2018,20.92982456140351,18.6,57.0,2.3859649122807016,0.9649122807017544,9.807017543859649,1.263157894736842,0.4736842105263158,0.7368421052631579,1.0175438596491229,1.6491228070175439,3.807017543859649
2012,groin,strained,dnp,F,203.2,,,225.0,,24,2012,34.490196078431374,21.0,51.0,2.980392156862745,1.3137254901960784,16.431372549019606,1.8823529411764703,1.6862745098039216,0.6666666666666666,1.6862745098039216,1.2156862745098038,4.7254901960784315
2018,groin,sore,dtd,G,182.9,193.7,236.2,175.0,,32,2018,31.491803278688533,24.4,61.0,2.3934426229508197,2.4098360655737703,18.098360655737704,3.80327868852459,2.0327868852459017,1.9508196721311484,9.229508196721312,0.6557377049180327,4.327868852459017
2017,knee,sore,season,C-F,210.8,,,275.0,,21,2017,30.018867924528305,27.3,53.0,2.641509433962264,2.339622641509434,17.50943396226415,2.509433962264151,0.018867924528301886,0.4150943396226415,1.2264150943396226,2.30188679245283,4.735849056603773
2014,back,sore,dnp,F,210.8,214.0,276.9,232.0,,29,2014,15.826086956521738,21.9,69.0,1.391304347826087,0.5652173913043478,6.768115942028985,0.39130434782608703,1.3043478260869563,0.4492753623188406,0.7826086956521741,0.7101449275362319,2.782608695652174
2014,ankle,sprained,dtd,C,218.4,,,270.0,,27,2015,29.74074074074073,19.4,81.0,3.320987654320988,1.8271604938271604,10.753086419753089,2.5555555555555562,0.02469135802469136,0.3580246913580247,1.1234567901234571,2.4938271604938267,4.148148148148148
2011,knee,strained,dnp,F-C,205.7,,,289.0,,25,2011,17.27777777777778,19.7,54.0,2.4444444444444446,0.9814814814814816,6.296296296296298,1.7777777777777777,0.0,0.3888888888888889,0.6481481481481481,1.8703703703703705,1.9259259259259256
2013,ankle,sprained,dnp,G-F,200.7,213.4,255.3,210.0,6.8%,27,2013,30.275,26.1,40.0,2.25,1.475,16.625,2.8,1.825,0.75,1.15,0.5,1.925
2016,knee,sore,dtd,G-F,203.2,207.0,260.4,206.0,6.0%,25,2017,27.97402597402597,16.2,77.0,2.4285714285714284,0.987012987012987,9.844155844155843,0.8961038961038961,1.9350649350649352,0.4675324675324675,1.2857142857142858,0.7012987012987013,2.831168831168831
2017,calf,strained,dtd,F-C,205.7,216.5,275.6,238.0,6.2%,26,2018,29.948717948717945,11.3,78.0,2.2564102564102564,0.8205128205128205,8.076923076923077,1.358974358974359,0.0,0.5,0.9871794871794872,3.6666666666666665,5.5
2012,ankle,sprained,dnp,F,205.7,221.0,274.3,215.0,5.6%,25,2012,21.0,24.9,41.0,2.7560975609756087,1.5853658536585369,10.219512195121947,2.609756097560976,0.0,0.7317073170731707,0.7073170731707317,1.5853658536585369,3.8780487804878048
2012,hip,injury,dnp,F-C,210.8,225.4,279.4,260.0,8.7%,26,2012,39.641975308641975,25.7,81.0,2.716049382716049,1.8888888888888888,21.839506172839503,4.333333333333333,0.04938271604938271,1.0123456790123455,2.098765432098765,3.4320987654320985,5.320987654320987
2015,hamstring,injury,"rest', 'dtd",G,195.6,198.1,252.7,210.0,6.3%,27,2015,25.884615384615394,23.0,52.0,2.1346153846153846,1.8269230769230769,11.692307692307693,1.4615384615384617,1.6153846153846154,0.5384615384615384,2.173076923076924,0.4615384615384616,1.9230769230769231
2016,knee,injury,season,G-F,198.1,211.5,264.2,220.0,7.1%,26,2016,34.050632911392405,26.1,79.0,2.5063291139240507,3.113924050632912,16.620253164556967,2.556962025316456,0.8734177215189873,1.2658227848101269,6.594936708860757,1.0379746835443038,4.227848101265823
2011,knee,sore,dnp,F,205.7,,,240.0,,30,2011,32.573170731707314,22.7,82.0,3.0,1.9878048780487805,16.20731707317073,2.5365853658536586,0.012195121951219513,0.7682926829268293,2.0609756097560976,2.1341463414634148,6.463414634146342
2017,ankle,sore,dtd,G-F,203.2,204.5,261.6,206.0,7.5%,25,2018,27.0,22.9,59.0,2.23728813559322,1.1016949152542372,12.677966101694913,1.5254237288135593,1.9322033898305084,0.6440677966101694,1.6271186440677967,0.2711864406779661,3.1525423728813564
2012,ankle,surgery,nan,C,213.4,221.0,280.7,260.0,,27,2012,35.33846153846154,19.6,65.0,3.3384615384615386,1.9230769230769231,12.769230769230768,1.4769230769230768,0.0,0.7230769230769231,2.015384615384616,3.0615384615384613,8.015384615384615
2013,calf,strained,dnp,F,208.3,207.0,265.4,230.0,7.0%,24,2013,28.63492063492064,16.7,63.0,2.253968253968254,1.2857142857142858,9.507936507936508,0.6825396825396826,0.9523809523809524,1.1587301587301588,2.126984126984127,1.4285714285714286,3.333333333333333
2012,ankle,sore,dnp,F,203.2,218.4,273.1,215.0,8.0%,26,2012,34.666666666666664,17.7,75.0,2.4,1.5733333333333333,11.013333333333335,1.84,1.0933333333333333,1.6,2.16,0.8133333333333334,4.626666666666667
2011,wrist,surgery,season,G,190.5,198.8,248.9,200.0,,26,2011,36.868421052631575,23.8,76.0,2.736842105263158,3.3157894736842106,18.67105263157895,4.407894736842105,1.263157894736842,1.263157894736842,10.5,0.6578947368421053,3.3289473684210527
2014,knee,fractured,dnp,G-F,200.7,213.4,255.3,210.0,6.8%,28,2014,23.915254237288128,21.2,59.0,1.4237288135593218,0.8474576271186439,10.64406779661017,1.7796610169491525,1.2711864406779658,0.6101694915254238,1.4237288135593218,0.4067796610169492,1.7966101694915255
2014,knee,"surgery', 'torn",indefinitely,F-C,205.7,,,242.0,,25,2014,29.0375,19.9,80.0,2.0,1.8125,12.725,2.275,0.0,0.6,1.1,3.325,7.025
2012,knee,"surgery', 'torn",dnp,F-G,203.2,,,225.0,,39,2012,30.1125,20.1,80.0,2.3,1.675,13.2,2.6625,0.5625,0.8,2.5,0.9625,3.2625
2014,knee,"surgery', 'torn",dnp,G,175.3,185.4,232.4,180.0,6.7%,29,2014,25.439024390243894,25.1,82.0,2.524390243902439,1.7560975609756098,13.097560975609756,1.6463414634146345,1.7195121951219512,1.0365853658536586,4.365853658536587,0.35365853658536583,1.8902439024390243
2011,knee,bruised,dnp,G-F,200.7,213.4,255.3,210.0,6.8%,25,2011,19.20270270270269,21.4,74.0,1.9864864864864864,0.7567567567567568,8.635135135135135,1.4054054054054057,0.9324324324324323,0.3783783783783784,0.6486486486486487,0.2702702702702703,1.108108108108108
2015,knee,strained,dtd,F,203.2,221.0,273.1,230.0,5.7%,28,2015,35.5,30.8,18.0,2.6111111111111107,3.2777777777777777,19.444444444444443,3.7777777777777777,1.2222222222222223,1.5555555555555556,2.2222222222222223,1.6111111111111112,5.777777777777778
2020,hip,bruised,dtd,C,210.8,217.2,278.1,245.0,5.9%,27,2020,25.63636363636364,22.9,44.0,2.409090909090909,1.7954545454545454,13.954545454545455,2.386363636363636,0.1590909090909091,0.4090909090909091,1.9090909090909087,3.8863636363636362,6.590909090909091
2013,ankle,sore,dnp,G,195.6,208.3,260.4,200.0,,32,2013,26.88333333333333,26.6,60.0,1.2333333333333334,1.85,13.95,3.183333333333333,1.3333333333333333,0.9166666666666666,3.183333333333333,0.26666666666666666,1.7
2014,knee,sore,dnp,F-C,208.3,217.8,275.6,245.0,,31,2014,23.517241379310345,25.7,29.0,3.0689655172413794,1.7241379310344829,14.241379310344827,3.6206896551724137,0.0,0.3448275862068966,0.4482758620689655,2.0689655172413794,2.931034482758621
2012,shoulder,sprained,dnp,G,190.5,205.7,247.7,188.0,3.0%,25,2012,28.26315789473684,18.2,76.0,2.013157894736842,1.3026315789473684,11.63157894736842,3.0657894736842106,1.013157894736842,0.8684210526315791,2.5394736842105257,0.3157894736842105,2.3026315789473686
2012,ankle,sprained,dnp,G,190.5,191.8,246.4,190.0,5.7%,24,2012,33.635135135135144,24.4,74.0,3.1486486486486487,3.054054054054053,18.55405405405405,2.864864864864865,2.0405405405405403,1.4729729729729732,5.837837837837838,0.7027027027027027,3.1621621621621623
2016,knee,tendinitis,dtd,G,198.1,201.3,256.5,190.0,4.4%,24,2016,33.92682926829269,27.1,41.0,2.5121951219512195,4.243902439024391,14.951219512195122,2.8536585365853657,0.7804878048780488,1.4634146341463414,7.365853658536586,1.048780487804878,5.146341463414634
2013,back,sore,dnp,G,193.0,198.1,250.2,190.0,5.3%,32,2014,29.4,14.7,60.0,3.2,1.65,7.65,1.1666666666666667,1.1833333333333331,1.05,5.233333333333333,0.26666666666666666,2.3666666666666667
2012,ankle,sprained,dnp,F,205.7,210.8,260.4,248.0,7.5%,28,2012,26.52830188679245,20.3,53.0,2.358490566037736,1.5471698113207548,11.905660377358492,2.9245283018867925,0.0,0.5660377358490566,0.9433962264150944,2.3962264150943398,2.3773584905660377
2011,knee,sore,dnp,C,215.9,,,325.0,,38,2011,23.396226415094336,25.1,53.0,3.1886792452830184,1.9811320754716983,12.0,2.113207547169812,0.0,0.2830188679245283,1.509433962264151,1.7547169811320755,4.943396226415095
2013,calf,strained,dnp,F,200.7,,,220.0,,34,2013,30.46031746031746,19.0,63.0,1.380952380952381,1.5555555555555556,10.634920634920633,1.1746031746031746,0.31746031746031744,1.0634920634920637,2.095238095238096,2.3015873015873014,5.079365079365079
2015,shoulder,strained,dtd,C,215.9,,,275.0,,29,2016,25.62857142857143,15.3,35.0,3.2571428571428567,1.3428571428571427,8.542857142857143,1.8,0.057142857142857134,0.42857142857142855,0.4571428571428571,2.6,5.1714285714285735
2012,hamstring,injury,dnp,G,193.0,201.3,254.0,200.0,8.0%,30,2012,21.740259740259734,20.5,77.0,1.8571428571428568,0.8701298701298701,8.727272727272727,1.0129870129870129,0.7012987012987013,0.4675324675324675,0.9610389610389608,0.2857142857142857,1.8051948051948048
2015,hip,"bruised', 'injury",dtd,G,180.3,184.8,240.0,195.0,6.6%,27,2015,35.83870967741935,22.7,62.0,1.8225806451612905,3.2258064516129035,17.580645161290324,5.225806451612904,1.1612903225806452,1.6129032258064515,8.758064516129032,0.6451612903225806,2.8225806451612905
2016,hamstring,sore,dtd,G,195.6,198.1,252.7,210.0,6.3%,28,2016,23.90140845070423,23.6,71.0,2.323943661971831,1.8028169014084507,11.352112676056338,1.6197183098591552,1.3943661971830985,0.8028169014084507,2.7746478873239435,0.4225352112676056,2.2112676056338034
2017,knee,injury,dtd,F,200.7,213.4,261.6,233.0,6.7%,36,2017,17.918918918918926,13.4,74.0,1.7432432432432432,0.581081081081081,5.54054054054054,0.7837837837837838,0.8918918918918919,0.4459459459459459,0.7972972972972973,0.20270270270270271,1.5270270270270268
2018,ankle,injury,dtd,C-F,208.3,215.3,271.8,245.0,9.1%,31,2018,32.25,19.7,68.0,2.0294117647058822,1.6911764705882353,14.0,1.5882352941176472,1.2647058823529411,0.7647058823529411,4.955882352941177,1.3970588235294117,5.4411764705882355
2012,knee,sore,dnp,F,198.1,206.4,261.6,205.0,5.3%,-51,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2013,foot,sprained,dnp,G,182.9,189.2,241.3,190.0,8.0%,31,2014,35.30357142857143,22.5,56.0,2.875,2.75,14.678571428571427,1.5892857142857142,2.1607142857142856,1.2678571428571428,7.375,0.4107142857142857,3.321428571428572
2016,foot,sprained,dtd,F-G,203.2,,,200.0,,27,2016,33.52112676056339,14.6,71.0,1.4929577464788732,1.8591549295774648,9.352112676056338,1.1830985915492958,1.4084507042253518,1.0985915492957747,4.802816901408451,0.8732394366197183,4.985915492957746
2018,wrist,sprained,season,G,193.0,205.1,254.0,213.0,9.3%,23,2018,22.506849315068493,18.2,73.0,2.3972602739726026,1.9452054794520548,7.438356164383562,1.2465753424657535,0.6027397260273972,0.5753424657534246,2.6301369863013697,0.4383561643835616,2.0821917808219177
2013,back,sore,dnp,C,213.4,212.7,280.7,265.0,16.3%,31,2014,20.651515151515152,25.3,66.0,2.136363636363636,1.5606060606060606,10.5,1.0151515151515151,0.0,0.4393939393939394,0.7727272727272727,1.4696969696969695,4.166666666666667
2015,ankle,sprained,dtd,G-F,200.7,213.4,255.3,210.0,6.8%,29,2015,28.28125,26.8,64.0,2.4375,1.484375,17.875,3.671875,2.109375,0.71875,1.484375,0.453125,2.140625
2016,groin,strained,dtd,G,193.0,201.3,248.9,225.0,8.5%,24,2017,27.58974358974359,17.7,78.0,1.8333333333333333,1.5384615384615383,9.76923076923077,1.435897435897436,1.1025641025641026,1.0384615384615383,1.9743589743589745,0.4615384615384616,2.128205128205128
2014,back,spasms,dnp,F,208.3,211.5,266.7,251.0,8.2%,25,2014,32.475,25.4,80.0,2.8875,2.3125,18.0,3.5125,0.0625,1.2125,3.7375,2.325,5.95
2017,ankle,sore,dtd,F,203.2,208.3,266.7,215.0,6.3%,30,2017,30.23076923076923,18.5,26.0,2.423076923076924,1.0769230769230769,11.0,1.1538461538461535,1.7692307692307692,1.6923076923076923,1.0384615384615383,1.1923076923076923,3.5
2014,calf,strained,dnp,G,195.6,208.3,260.4,200.0,,33,2014,29.342105263157894,26.0,76.0,0.9342105263157896,1.921052631578948,16.513157894736842,2.8421052631578947,1.9605263157894737,1.0394736842105263,2.5394736842105257,0.2894736842105263,1.3947368421052628
2018,ankle,sprained,dtd,F,205.7,214.6,275.6,220.0,6.7%,32,2018,26.535714285714285,14.2,56.0,1.0892857142857142,0.7678571428571429,7.5892857142857135,0.8214285714285714,0.9107142857142856,0.8571428571428571,1.3214285714285714,1.125,4.142857142857143
2016,knee,sore,dtd,F,203.2,220.3,271.8,210.0,3.8%,22,2016,21.184615384615384,16.5,65.0,2.2153846153846155,1.3076923076923077,6.323076923076923,1.7538461538461538,0.7538461538461538,0.6153846153846154,1.2153846153846153,0.7538461538461538,2.292307692307692
2018,wrist,bruised,season,G-F,198.1,,,195.0,,28,2018,17.846153846153847,18.0,78.0,1.8717948717948716,0.9743589743589745,6.1923076923076925,1.2692307692307692,0.38461538461538464,0.6025641025641025,1.6153846153846154,0.2564102564102564,1.794871794871795
2010,foot,injury,dtd,G,185.4,,,190.0,,35,2011,20.76829268292683,14.5,82.0,0.7926829268292683,1.0609756097560976,6.012195121951219,0.3780487804878049,1.024390243902439,0.6463414634146342,3.634146341463415,0.08536585365853659,1.451219512195122
2017,hip,strained,dtd,F,203.2,221.0,273.1,230.0,5.7%,30,2017,33.98571428571429,22.4,70.0,2.6285714285714294,1.9857142857142849,17.2,2.8285714285714287,1.0571428571428572,1.4285714285714286,1.7142857142857142,1.4714285714285715,5.042857142857144
2012,back,sore,dnp,F-C,210.8,,,236.0,,35,2012,16.785714285714285,10.1,56.0,2.267857142857143,0.4642857142857143,3.3392857142857144,0.4821428571428572,0.0,0.42857142857142855,0.8214285714285714,2.8571428571428568,3.3928571428571432
2011,hip,sore,dnp,G,200.7,208.9,264.2,210.0,,31,2011,33.23529411764706,18.1,51.0,1.9803921568627447,1.3725490196078431,12.725490196078427,2.2745098039215685,1.4313725490196083,1.2745098039215683,2.4509803921568643,0.35294117647058826,3.0588235294117645
2014,hamstring,strained,dnp,F,200.7,213.4,270.5,225.0,,-28,2014,36.79746835443039,23.2,79.0,3.113924050632912,2.6202531645569622,18.468354430379748,3.2278481012658227,0.0,0.8481012658227848,3.5316455696202533,2.759493670886076,8.455696202531646
2012,calf,strained,dnp,F,210.8,215.9,274.3,270.0,8.9%,30,2013,20.777777777777786,17.0,9.0,2.333333333333333,1.5555555555555556,6.333333333333332,1.6666666666666667,0.0,0.8888888888888888,0.4444444444444444,1.7777777777777777,4.5555555555555545
2017,knee,sore,dtd,F,205.7,210.2,271.8,235.0,7.3%,28,2017,21.65714285714286,16.7,70.0,2.642857142857143,0.9428571428571428,7.5285714285714285,0.5714285714285714,0.6428571428571429,0.7571428571428571,1.3714285714285714,1.2285714285714286,2.9571428571428573
2012,ankle,sprained,dnp,F,203.2,210.8,270.5,230.0,4.8%,24,2012,19.785714285714285,14.5,56.0,2.482142857142857,0.5892857142857143,5.071428571428571,0.5714285714285714,0.0,0.6964285714285714,0.5357142857142857,1.3035714285714286,2.0714285714285716
2010,ankle,sprained,dnp,G,185.4,,,186.0,,24,2011,36.580246913580254,20.2,81.0,2.4444444444444446,3.037037037037037,13.703703703703706,2.1604938271604937,0.20987654320987653,2.333333333333333,9.802469135802466,1.2345679012345678,3.2098765432098766
2012,groin,sore,dnp,G,188.0,190.5,240.0,180.0,4.4%,25,2012,24.602739726027398,21.6,73.0,1.7534246575342465,1.904109589041096,9.602739726027398,1.1232876712328768,1.4931506849315068,0.8493150684931506,5.04109589041096,0.3287671232876712,2.041095890410959
2011,ankle,sprained,dnp,F,205.7,221.0,274.3,215.0,5.6%,25,2012,21.0,24.9,41.0,2.7560975609756087,1.5853658536585369,10.219512195121947,2.609756097560976,0.0,0.7317073170731707,0.7073170731707317,1.5853658536585369,3.8780487804878048
2013,hip,sore,dnp,G,190.5,205.7,247.7,188.0,3.0%,27,2014,34.473684210526315,18.8,76.0,1.7631578947368418,1.5263157894736843,14.157894736842106,2.2894736842105257,1.7105263157894737,1.0657894736842106,4.671052631578949,0.618421052631579,3.1184210526315788
2014,hamstring,sore,dtd,F,210.8,212.1,279.4,230.0,14.8%,23,2015,22.23728813559321,15.9,59.0,2.4915254237288136,0.7966101694915254,8.0,1.8644067796610169,0.8135593220338984,0.5423728813559322,1.6101694915254237,0.7118644067796609,3.0
2011,knee,torn,indefinitely,F,198.1,206.4,261.6,205.0,5.3%,-52,2012,20.325,18.7,80.0,1.55,0.7125,9.225,1.25,1.275,0.35,1.5125,0.5625,2.1375
2019,ankle,sprained,dtd,F,203.2,221.0,273.1,230.0,5.7%,32,2019,21.596491228070175,24.6,57.0,1.7192982456140349,1.368421052631579,11.491228070175438,1.9649122807017545,0.6491228070175439,0.8070175438596491,1.2807017543859651,1.3333333333333333,3.771929824561404
2013,hamstring,strained,dnp,G,190.5,,,195.0,,39,2013,31.62903225806452,19.6,62.0,0.8548387096774194,3.693548387096774,12.451612903225806,2.048387096774193,0.8870967741935484,0.6129032258064516,10.709677419354838,0.41935483870967744,2.5806451612903225
2017,knee,sore,season,G,193.0,200.0,243.8,210.0,4.6%,22,2017,32.0921052631579,16.5,76.0,1.881578947368421,1.2894736842105263,12.26315789473684,1.4342105263157894,1.381578947368421,1.2763157894736843,1.9342105263157887,0.7105263157894737,2.1842105263157894
