,Unnamed: 0,Date,Team,Notes,Player,dateTime,Year,Tokenized Notes,Body,Injury,Severity,Player_Identifier
5669,6021,2015-03-18,Timberwolves,migraine headache (DTD),Justin Hamilton ,2015-03-18,2015,"['migraine', 'headache', '(', 'dtd', ')']",[],['headache'],['dtd'],
5671,6028,2015-03-19,Suns,sprained right big toe (DTD),Marcus Thornton ,2015-03-19,2015,"['sprained', 'right', 'big', 'toe', '(', 'dtd', ')']","['right', 'toe']",['sprained'],['dtd'],
5676,6034,2015-03-20,Pelicans,strained right calf (DTD),Omer Asik,2015-03-20,2015,"['strained', 'right', 'calf', '(', 'dtd', ')']","['right', 'calf']",['strained'],['dtd'],
5681,6040,2015-03-21,Mavericks,sprained left ankle (DTD),Jose Barea ,2015-03-21,2015,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
5700,6081,2015-03-25,Wizards,sprained left ankle (DTD),Toure Murry,2015-03-25,2015,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
5702,6088,2015-03-27,Hawks,stiff neck (DTD),Pero Antic,2015-03-27,2015,"['stiff', 'neck', '(', 'dtd', ')']",[],[],['dtd'],
5706,6092,2015-03-27,Rockets,sore lower back (out for season),Donatas Motiejunas,2015-03-27,2015,"['sore', 'lower', 'back', '(', 'out', 'for', 'season', ')']",['back'],['sore'],['season'],
5762,6190,2015-04-08,Timberwolves,surgery on right Achilles (out for season),Nikola Pekovic,2015-04-08,2015,"['surgery', 'on', 'right', 'achilles', '(', 'out', 'for', 'season', ')']","['right', 'achilles']",['surgery'],['season'],
5766,6195,2015-04-09,Rockets,surgery on back (out for season),Donatas Motiejunas,2015-04-09,2015,"['surgery', 'on', 'back', '(', 'out', 'for', 'season', ')']",['back'],['surgery'],['season'],
5774,6205,2015-04-10,Suns,sprained left ankle (DTD),Marcus Thornton ,2015-04-10,2015,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
5786,6218,2015-04-12,Thunder,sprained left ankle (out for season),Perry Jones III,2015-04-12,2015,"['sprained', 'left', 'ankle', '(', 'out', 'for', 'season', ')']","['left', 'ankle']",['sprained'],['season'],
5790,6227,2015-04-13,Hawks,illness (DTD),Pero Antic,2015-04-13,2015,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
5795,6236,2015-04-13,Lakers,sprained left ankle (out for season),Wes Johnson,2015-04-13,2015,"['sprained', 'left', 'ankle', '(', 'out', 'for', 'season', ')']","['left', 'ankle']",['sprained'],['season'],
5804,6248,2015-04-15,Blazers,sprained left ankle (DTD),C.J. McCollum,2015-04-15,2015,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
5812,6258,2015-04-15,Heat,undisclosed (DTD),Goran Dragic,2015-04-15,2015,"['undisclosed', '(', 'dtd', ')']",[],[],['dtd'],
5823,6275,2015-04-15,Wizards,rest (DTD),John Wall ,2015-04-15,2015,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
5840,6303,2015-05-03,Warriors,ankle injury (out for season),Ognen Kuzmic,2015-05-03,2015,"['ankle', 'injury', '(', 'out', 'for', 'season', ')']",['ankle'],['injury'],['season'],
5857,6321,2015-06-23,Heat,player declined to exercise contract option,Goran Dragic,2015-06-23,2015,"['player', 'declined', 'to', 'exercise', 'contract', 'option']",[],[],[],
5872,6336,2015-09-25,Bulls,surgery on back (out indefinitely),Mike Dunleavy Jr.,2015-09-25,2015,"['surgery', 'on', 'back', '(', 'out', 'indefinitely', ')']",['back'],['surgery'],['indefinitely'],
5875,6339,2015-10-01,Warriors,took leave of absence as head coach recovering from surgery on back (out indefinitely),Steve Kerr,2015-10-01,2015,"['took', 'leave', 'of', 'absence', 'as', 'head', 'coach', 'recovering', 'from', 'surgery', 'on', 'back', '(', 'out', 'indefinitely', ')']","['head', 'back']",['surgery'],['indefinitely'],
5877,6341,2015-10-06,Pelicans,strained right hamstring (out indefinitely),Alex Ajinca,2015-10-06,2015,"['strained', 'right', 'hamstring', '(', 'out', 'indefinitely', ')']","['right', 'hamstring']",['strained'],['indefinitely'],
5878,6342,2015-10-08,Pelicans,strained right calf (out indefinitely),Omer Asik,2015-10-08,2015,"['strained', 'right', 'calf', '(', 'out', 'indefinitely', ')']","['right', 'calf']",['strained'],['indefinitely'],
5883,6347,2015-10-26,Blazers,knee injury (DTD),Cliff Alexander,2015-10-26,2015,"['knee', 'injury', '(', 'dtd', ')']",['knee'],['injury'],['dtd'],
5887,6351,2015-10-26,Knicks,sore right knee (DTD),Kevin Seraphin,2015-10-26,2015,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
5892,6356,2015-10-26,Nuggets,bruised knee (DTD),Jusuf Nurkic,2015-10-26,2015,"['bruised', 'knee', '(', 'dtd', ')']",['knee'],['bruised'],['dtd'],
5893,6357,2015-10-26,Rockets,recovering from surgery on back (DTD),Donatas Motiejunas,2015-10-26,2015,"['recovering', 'from', 'surgery', 'on', 'back', '(', 'dtd', ')']",['back'],['surgery'],['dtd'],
5894,6358,2015-10-26,Timberwolves,recovering from surgery on right Achilles (DTD),Nikola Pekovic,2015-10-26,2015,"['recovering', 'from', 'surgery', 'on', 'right', 'achilles', '(', 'dtd', ')']","['right', 'achilles']",['surgery'],['dtd'],
5904,6371,2015-10-29,Mavericks,rest (DTD),Wes Matthews Jr.,2015-10-29,2015,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
5908,6379,2015-10-31,Pacers,shoulder injury (DTD),Glenn Robinson III,2015-10-31,2015,"['shoulder', 'injury', '(', 'dtd', ')']",['shoulder'],['injury'],['dtd'],
5917,6395,2015-11-03,Nuggets,strained lower back (DTD),Nikola Jokic,2015-11-03,2015,"['strained', 'lower', 'back', '(', 'dtd', ')']",['back'],['strained'],['dtd'],
5919,6398,2015-11-03,Pelicans,sprained right calf (DTD),Omer Asik,2015-11-03,2015,"['sprained', 'right', 'calf', '(', 'dtd', ')']","['right', 'calf']",['sprained'],['dtd'],
5920,6399,2015-11-03,Lakers,nose injury (DTD),Larry Nance Jr.,2015-11-03,2015,"['nose', 'injury', '(', 'dtd', ')']",['nose'],['injury'],['dtd'],
5922,6402,2015-11-04,Magic,sprained right knee (DTD),Nikola Vucevic,2015-11-04,2015,"['sprained', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sprained'],['dtd'],
5928,6412,2015-11-06,Pelicans,sprained left ankle (DTD),Norris Cole ,2015-11-06,2015,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
5934,6420,2015-11-08,Cavaliers,DNP,Anderson Varejao,2015-11-08,2015,['dnp'],[],[],['dnp'],
5945,6438,2015-11-10,Wizards,sore back (DTD),Nene Hilario ,2015-11-10,2015,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
5964,6463,2015-11-14,Mavericks,Achilles injury (DTD),Wes Matthews Jr.,2015-11-14,2015,"['achilles', 'injury', '(', 'dtd', ')']",['achilles'],['injury'],['dtd'],
5976,6481,2015-11-17,Pelicans,stomach illness (DTD),Omer Asik,2015-11-17,2015,"['stomach', 'illness', '(', 'dtd', ')']",['stomach'],['illness'],['dtd'],
5993,6514,2015-11-21,Raptors,fractured left hand (out indefinitely),Jonas Valanciunas,2015-11-21,2015,"['fractured', 'left', 'hand', '(', 'out', 'indefinitely', ')']","['left', 'hand']",['fractured'],['indefinitely'],
6006,6537,2015-11-27,Mavericks,sprained right ankle (DTD),Jose Barea ,2015-11-27,2015,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
6017,6552,2015-11-30,Pacers,sore ribs (DTD) (Y),Shayne Whittington,2015-11-30,2015,"['sore', 'ribs', '(', 'dtd', ')', '(', 'y', ')']",['ribs'],['sore'],['dtd'],whittsh01
6039,6586,2015-12-07,Spurs,rest (DTD),Manu Ginobili,2015-12-07,2015,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6048,6601,2015-12-11,76ers,sore right knee (DTD),Tony Wroten Jr.,2015-12-11,2015,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
6061,6620,2015-12-15,Bucks,surgery on right ankle to remove bone spur and loose bodies (out indefinitely),Greivis Vasquez,2015-12-15,2015,"['surgery', 'on', 'right', 'ankle', 'to', 'remove', 'bone', 'spur', 'and', 'loose', 'bodies', '(', 'out', 'indefinitely', ')']","['right', 'ankle', 'bone']",['surgery'],['indefinitely'],
6073,6638,2015-12-18,Pelicans,calf injury (DTD),Alex Ajinca,2015-12-18,2015,"['calf', 'injury', '(', 'dtd', ')']",['calf'],['injury'],['dtd'],
6078,6644,2015-12-19,Wizards,bruised left thigh (DTD),Otto Porter Jr.,2015-12-19,2015,"['bruised', 'left', 'thigh', '(', 'dtd', ')']",['left'],['bruised'],['dtd'],
6090,6661,2015-12-23,76ers,sore right knee (DTD),Tony Wroten Jr.,2015-12-23,2015,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
6108,6691,2015-12-28,Kings,bone bruise (DTD),Duje Dukan,2015-12-28,2015,"['bone', 'bruise', '(', 'dtd', ')']",['bone'],[],['dtd'],dukandu01
6113,6697,2015-12-29,Hawks,DNP,Dennis Schroder,2015-12-29,2015,['dnp'],[],[],['dnp'],
6137,6730,2016-01-02,Rockets,sore back (DTD),Donatas Motiejunas,2016-01-02,2016,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
6139,6734,2016-01-02,Warriors,sprained toe on left foot (DTD),James McAdoo ,2016-01-02,2016,"['sprained', 'toe', 'on', 'left', 'foot', '(', 'dtd', ')']","['toe', 'left', 'foot']",['sprained'],['dtd'],
6145,6744,2016-01-04,Grizzlies,tightness in lower back (DTD),Mike Conley Jr.,2016-01-04,2016,"['tightness', 'in', 'lower', 'back', '(', 'dtd', ')']",['back'],['tightness'],['dtd'],
6150,6750,2016-01-04,Rockets,sore back (DTD),Donatas Motiejunas,2016-01-04,2016,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
6153,6753,2016-01-04,Warriors,sprained toe on left foot (DTD),James McAdoo ,2016-01-04,2016,"['sprained', 'toe', 'on', 'left', 'foot', '(', 'dtd', ')']","['toe', 'left', 'foot']",['sprained'],['dtd'],
6154,6757,2016-01-05,Kings,leg injury (DTD) (CBC),Duje Dukan,2016-01-05,2016,"['leg', 'injury', '(', 'dtd', ')', '(', 'cbc', ')']",['leg'],['injury'],['dtd'],dukandu01
6157,6760,2016-01-05,Warriors,sprained toe on left foot (DTD),James McAdoo ,2016-01-05,2016,"['sprained', 'toe', 'on', 'left', 'foot', '(', 'dtd', ')']","['toe', 'left', 'foot']",['sprained'],['dtd'],
6158,6762,2016-01-06,Grizzlies,sore left Achilles tendon (DTD),Mike Conley Jr.,2016-01-06,2016,"['sore', 'left', 'achilles', 'tendon', '(', 'dtd', ')']","['left', 'achilles', 'tendon']",['sore'],['dtd'],
6159,6763,2016-01-06,Mavericks,rest (DTD),Wes Matthews Jr.,2016-01-06,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6178,6791,2016-01-09,Wizards,strained right triceps (DTD),Nene Hilario ,2016-01-09,2016,"['strained', 'right', 'triceps', '(', 'dtd', ')']","['right', 'triceps']",['strained'],['dtd'],
6206,6845,2016-01-15,Wizards,sore right hip (DTD),Otto Porter Jr.,2016-01-15,2016,"['sore', 'right', 'hip', '(', 'dtd', ')']","['right', 'hip']",['sore'],['dtd'],
6216,6861,2016-01-18,Knicks,bruised right rib (DTD),Kevin Seraphin,2016-01-18,2016,"['bruised', 'right', 'rib', '(', 'dtd', ')']","['right', 'rib']",['bruised'],['dtd'],
6237,6889,2016-01-21,Suns,sprained left ankle (DTD),Mirza Teletovic,2016-01-21,2016,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
6262,6935,2016-01-27,Bulls,surgery to remove appendix (out indefinitely),Nikola Mirotic,2016-01-27,2016,"['surgery', 'to', 'remove', 'appendix', '(', 'out', 'indefinitely', ')']",[],['surgery'],['indefinitely'],
6269,6944,2016-01-28,Bulls,recovering from surgery to remove appendix (DTD),Nikola Mirotic,2016-01-28,2016,"['recovering', 'from', 'surgery', 'to', 'remove', 'appendix', '(', 'dtd', ')']",[],['surgery'],['dtd'],
6271,6947,2016-01-28,Knicks,sore right groin (DTD),Jose Calderon,2016-01-28,2016,"['sore', 'right', 'groin', '(', 'dtd', ')']","['right', 'groin']",['sore'],['dtd'],
6272,6948,2016-01-28,Knicks,upper respiratory illness (DTD),Kristaps Porzingis,2016-01-28,2016,"['upper', 'respiratory', 'illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
6279,6962,2016-01-30,Pistons,thigh injury (DTD),Ersan Ilyasova,2016-01-30,2016,"['thigh', 'injury', '(', 'dtd', ')']",[],['injury'],['dtd'],
6292,6986,2016-02-04,Spurs,surgery to repair testicle injury (out indefinitely),Manu Ginobili,2016-02-04,2016,"['surgery', 'to', 'repair', 'testicle', 'injury', '(', 'out', 'indefinitely', ')']",[],"['surgery', 'injury']",['indefinitely'],
6318,7023,2016-02-10,Pistons,illness (DTD),Ersan Ilyasova,2016-02-10,2016,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
6320,7025,2016-02-10,Pistons,illness (DTD),Reggie Jackson ,2016-02-10,2016,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
6338,7054,2016-02-19,Rockets,back injury (DTD),Donatas Motiejunas,2016-02-19,2016,"['back', 'injury', '(', 'dtd', ')']",['back'],['injury'],['dtd'],
6349,7075,2016-02-23,Nuggets,knee injury (DTD),Jusuf Nurkic,2016-02-23,2016,"['knee', 'injury', '(', 'dtd', ')']",['knee'],['injury'],['dtd'],
6350,7076,2016-02-23,Pelicans,sprained right ankle (DTD),Omer Asik,2016-02-23,2016,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
6380,7123,2016-03-03,Pelicans,fractured sternum (DTD),Alex Ajinca,2016-03-03,2016,"['fractured', 'sternum', '(', 'dtd', ')']",[],['fractured'],['dtd'],
6387,7135,2016-03-05,Knicks,bruised lower left leg (DTD),Kristaps Porzingis,2016-03-05,2016,"['bruised', 'lower', 'left', 'leg', '(', 'dtd', ')']","['left', 'leg']",['bruised'],['dtd'],
6397,7148,2016-03-07,Grizzlies,left Achilles tendinitis (out for season),Mike Conley Jr.,2016-03-07,2016,"['left', 'achilles', 'tendinitis', '(', 'out', 'for', 'season', ')']","['left', 'achilles']",['tendinitis'],['season'],
6399,7152,2016-03-07,Magic,strained right groin (DTD),Nikola Vucevic,2016-03-07,2016,"['strained', 'right', 'groin', '(', 'dtd', ')']","['right', 'groin']",['strained'],['dtd'],
6416,7172,2016-03-09,Pelicans,lower back injury (out for season),Norris Cole ,2016-03-09,2016,"['lower', 'back', 'injury', '(', 'out', 'for', 'season', ')']",['back'],['injury'],['season'],
6432,7204,2016-03-13,Knicks,stomach illness/virus (DTD),Kristaps Porzingis,2016-03-13,2016,"['stomach', 'illness/virus', '(', 'dtd', ')']",['stomach'],[],['dtd'],
6435,7209,2016-03-14,Bulls,stomach virus (DTD),Mike Dunleavy Jr.,2016-03-14,2016,"['stomach', 'virus', '(', 'dtd', ')']",['stomach'],['virus'],['dtd'],
6441,7217,2016-03-14,Nuggets,sore left knee (DTD),Jusuf Nurkic,2016-03-14,2016,"['sore', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['sore'],['dtd'],
6447,7226,2016-03-15,Raptors,bruised left hand (DTD),Jonas Valanciunas,2016-03-15,2016,"['bruised', 'left', 'hand', '(', 'dtd', ')']","['left', 'hand']",['bruised'],['dtd'],
6453,7237,2016-03-16,Magic,sprained left knee (DTD),Ersan Ilyasova,2016-03-16,2016,"['sprained', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['sprained'],['dtd'],
6457,7243,2016-03-17,Knicks,knee injury (out for season),Tony Wroten Jr.,2016-03-17,2016,"['knee', 'injury', '(', 'out', 'for', 'season', ')']",['knee'],['injury'],['season'],
6473,7273,2016-03-20,Knicks,sore left foot (DTD),Kevin Seraphin,2016-03-20,2016,"['sore', 'left', 'foot', '(', 'dtd', ')']","['left', 'foot']",['sore'],['dtd'],
6479,7284,2016-03-22,Lakers,sore right knee (DTD),Larry Nance Jr.,2016-03-22,2016,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
6495,7312,2016-03-25,Magic,sprained right SC joint / collarbone (DTD),Ersan Ilyasova,2016-03-25,2016,"['sprained', 'right', 'sc', 'joint', '/', 'collarbone', '(', 'dtd', ')']","['right', 'joint', 'collarbone']",['sprained'],['dtd'],
6505,7327,2016-03-26,Spurs,rest (DTD),Manu Ginobili,2016-03-26,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6514,7338,2016-03-28,Heat,illness (DTD),Goran Dragic,2016-03-28,2016,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
6518,7342,2016-03-28,Lakers,sore knee (DTD),Larry Nance Jr.,2016-03-28,2016,"['sore', 'knee', '(', 'dtd', ')']",['knee'],['sore'],['dtd'],
6527,7362,2016-03-30,Knicks,bruised right quadriceps (out for season),Jose Calderon,2016-03-30,2016,"['bruised', 'right', 'quadriceps', '(', 'out', 'for', 'season', ')']","['right', 'quadriceps']",['bruised'],['season'],
6528,7363,2016-03-30,Knicks,strained/sore right shoulder (out for season),Kristaps Porzingis,2016-03-30,2016,"['strained/sore', 'right', 'shoulder', '(', 'out', 'for', 'season', ')']","['right', 'shoulder']",[],['season'],
6530,7367,2016-03-30,Suns,upset stomach (DTD),Mirza Teletovic,2016-03-30,2016,"['upset', 'stomach', '(', 'dtd', ')']",['stomach'],['upset'],['dtd'],
6541,7382,2016-04-01,Nets,rest (DTD),Bojan Bogdanovic,2016-04-01,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6565,7419,2016-04-06,Clippers,foot injury (DTD),Wes Johnson,2016-04-06,2016,"['foot', 'injury', '(', 'dtd', ')']",['foot'],['injury'],['dtd'],
6595,7459,2016-04-10,Mavericks,strained right groin (DTD),Jose Barea ,2016-04-10,2016,"['strained', 'right', 'groin', '(', 'dtd', ')']","['right', 'groin']",['strained'],['dtd'],
6603,7473,2016-04-11,Magic,right groin injury (DTD),Nikola Vucevic,2016-04-11,2016,"['right', 'groin', 'injury', '(', 'dtd', ')']","['right', 'groin']",['injury'],['dtd'],
6605,7476,2016-04-11,Pelicans,right shoulder injury (out for season),Alex Ajinca,2016-04-11,2016,"['right', 'shoulder', 'injury', '(', 'out', 'for', 'season', ')']","['right', 'shoulder']",['injury'],['season'],
6610,7481,2016-04-11,Wizards,undisclosed (DTD),Nene Hilario ,2016-04-11,2016,"['undisclosed', '(', 'dtd', ')']",[],[],['dtd'],
6612,7483,2016-04-12,Pistons,strained abdominal muscle (DTD),Reggie Jackson ,2016-04-12,2016,"['strained', 'abdominal', 'muscle', '(', 'dtd', ')']",[],['strained'],['dtd'],
6617,7488,2016-04-13,Bulls,rest (DTD),Mike Dunleavy Jr.,2016-04-13,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6632,7505,2016-04-13,Mavericks,strained right groin (DTD),Jose Barea ,2016-04-13,2016,"['strained', 'right', 'groin', '(', 'dtd', ')']","['right', 'groin']",['strained'],['dtd'],
6643,7517,2016-04-13,Raptors,rest (DTD),Jonas Valanciunas,2016-04-13,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
6653,7543,2016-04-18,Mavericks,strained right groin (DTD),Jose Barea ,2016-04-18,2016,"['strained', 'right', 'groin', '(', 'dtd', ')']","['right', 'groin']",['strained'],['dtd'],
6668,7561,2016-05-05,Wizards,surgery on left knee to remove calcium deposits (out indefinitely),John Wall ,2016-05-05,2016,"['surgery', 'on', 'left', 'knee', 'to', 'remove', 'calcium', 'deposits', '(', 'out', 'indefinitely', ')']","['left', 'knee']",['surgery'],['indefinitely'],
6670,7563,2016-05-07,Raptors,sprained right ankle (DTD),Jonas Valanciunas,2016-05-07,2016,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
6690,7584,2016-09-26,Timberwolves,sore right ankle (out for season),Nikola Pekovic,2016-09-26,2016,"['sore', 'right', 'ankle', '(', 'out', 'for', 'season', ')']","['right', 'ankle']",['sore'],['season'],
6695,7590,2016-10-04,Timberwolves,sore right foot (out for season),Nikola Pekovic,2016-10-04,2016,"['sore', 'right', 'foot', '(', 'out', 'for', 'season', ')']","['right', 'foot']",['sore'],['season'],
6697,7592,2016-10-05,Pistons,left knee tendinitis (out indefinitely),Reggie Jackson ,2016-10-05,2016,"['left', 'knee', 'tendinitis', '(', 'out', 'indefinitely', ')']","['left', 'knee']",['tendinitis'],['indefinitely'],
6700,7595,2016-10-08,Clippers,herniated disc in lower back (out indefinitely),Brice Johnson,2016-10-08,2016,"['herniated', 'disc', 'in', 'lower', 'back', '(', 'out', 'indefinitely', ')']",['back'],['herniated'],['indefinitely'],johnsbr02
6701,7596,2016-10-10,Pistons,sprained right thumb (out indefinitely),Reggie Jackson ,2016-10-10,2016,"['sprained', 'right', 'thumb', '(', 'out', 'indefinitely', ')']","['right', 'thumb']",['sprained'],['indefinitely'],
6714,7609,2016-10-15,Knicks,fractured left orbital bone (out indefinitely),Chasson Randle,2016-10-15,2016,"['fractured', 'left', 'orbital', 'bone', '(', 'out', 'indefinitely', ')']","['left', 'bone']",['fractured'],['indefinitely'],randlch01
6715,7610,2016-10-15,Knicks,sore left groin (DTD),Kristaps Porzingis,2016-10-15,2016,"['sore', 'left', 'groin', '(', 'dtd', ')']","['left', 'groin']",['sore'],['dtd'],
6720,7615,2016-10-16,Thunder,bruised right hip (DTD),Alex Abrines,2016-10-16,2016,"['bruised', 'right', 'hip', '(', 'dtd', ')']","['right', 'hip']",['bruised'],['dtd'],
6732,7627,2016-10-24,Bulls,sore neck (DTD),Cristiano Felicio,2016-10-24,2016,"['sore', 'neck', '(', 'dtd', ')']",[],['sore'],['dtd'],
6745,7640,2016-10-24,Lakers,strained left calf (DTD),Jose Calderon,2016-10-24,2016,"['strained', 'left', 'calf', '(', 'dtd', ')']","['left', 'calf']",['strained'],['dtd'],
6747,7642,2016-10-24,Mavericks,sore elbow (DTD),Jose Barea ,2016-10-24,2016,"['sore', 'elbow', '(', 'dtd', ')']",['elbow'],['sore'],['dtd'],
6754,7649,2016-10-24,Pistons,left knee injury (DTD),Reggie Jackson ,2016-10-24,2016,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
6766,7673,2016-10-29,Nets,sore right ankle (DTD),Greivis Vasquez,2016-10-29,2016,"['sore', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sore'],['dtd'],
6774,7683,2016-11-01,Grizzlies,rest (DTD),Mike Conley Jr.,2016-11-01,2016,"['rest', '(', 'dtd', ')']",[],['rest'],"['rest', 'dtd']",
